ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
1.0,0.6666666666666666,0.4151985497092551,1.0,0.5799163286517883,1.0,1.0,1.0,0.0,0
0.5,1.0,0.28470462344169095,1.0,0.6521201693776812,1.0,1.0,1.0,0.0,0
0.0,0.6666666666666666,0.4377691867768234,1.0,0.47725765658795943,0.0,1.0,1.0,0.0,0
0.5,1.0,0.30864949725574986,1.0,0.45817004225137065,0.0,1.0,0.0,0.0,0
0.0,1.0,0.23564761888409386,1.0,0.5484251192085304,1.0,1.0,0.0,0.0,0
0.5,1.0,0.35020636595609045,1.0,0.5996808300706119,0.0,1.0,0.0,0.0,0
0.5,1.0,0.6068579583856348,1.0,0.726798609993196,1.0,1.0,0.0,0.0,0
0.5,1.0,0.3800567729104709,1.0,0.6001556286024048,1.0,1.0,0.0,0.0,0
1.0,1.0,0.40059144004615665,1.0,0.6788487396814464,0.0,1.0,0.0,0.0,0
0.0,0.6666666666666666,0.3033388355554193,1.0,0.5660928483163887,1.0,1.0,0.0,0.0,0
0.0,0.6666666666666666,0.16548452521176638,1.0,0.4231214156554613,1.0,1.0,0.0,0.0,0
0.5,1.0,0.2542313346309599,1.0,0.7259733152934793,1.0,1.0,0.0,0.0,0
1.0,1.0,0.4656191503578474,1.0,0.6343384889662662,0.0,1.0,0.0,1.0,0
0.5,0.6666666666666666,0.1773257869006194,1.0,0.39382050589099743,1.0,1.0,1.0,0.0,0
0.5,1.0,0.621272098449477,1.0,0.6194410784859158,0.0,1.0,0.0,0.0,0
0.5,1.0,0.1312875088506125,1.0,0.46449315725961426,1.0,1.0,1.0,0.0,0
0.0,0.6666666666666666,0.5081443501353704,1.0,0.48114975802833765,1.0,1.0,0.0,0.0,0
0.5,1.0,0.41771595590626,1.0,0.6021739527330338,1.0,1.0,0.0,0.0,0
0.5,0.6666666666666666,0.4235743716782682,1.0,0.47909344983699576,1.0,1.0,0.0,0.0,0
0.0,1.0,0.5460253763441955,1.0,0.6245710675780118,0.0,1.0,0.0,0.0,0
0.5,1.0,0.4784123916767438,1.0,0.8402336624900946,0.0,1.0,0.0,0.0,0
0.5,1.0,0.5130325208878902,1.0,0.6157181006481516,1.0,1.0,0.0,0.0,0
0.0,1.0,0.6641680231770928,1.0,0.7146436752002184,1.0,1.0,0.0,0.0,0
0.5,0.6666666666666666,0.19132406765506088,1.0,0.5022146627340636,0.0,1.0,0.0,1.0,0
0.0,0.6666666666666666,0.23734893034203738,1.0,0.4283218057945396,1.0,1.0,0.0,0.0,0
1.0,1.0,0.1629347018570742,1.0,0.5413631578923652,0.0,1.0,0.0,0.0,0
0.0,1.0,0.7994192432722781,1.0,0.6647312108432155,1.0,1.0,1.0,0.0,0
0.0,0.6666666666666666,0.2873806281995852,1.0,0.4847436298764057,0.0,1.0,1.0,1.0,0
0.5,0.3333333333333333,0.45433475026743314,1.0,0.5205428764619172,0.0,1.0,1.0,0.0,0
0.5,0.6666666666666666,0.32089133410358656,1.0,0.5943505255657681,0.0,1.0,0.0,0.0,0
0.5,1.0,0.28392648325566217,1.0,0.5338133273507548,1.0,1.0,0.0,0.0,0
1.0,0.6666666666666666,0.27918514356373,1.0,0.40527881524459874,1.0,1.0,1.0,0.0,0
0.0,1.0,0.41429464213052136,1.0,0.632204857940892,1.0,1.0,0.0,0.0,0
1.0,1.0,0.2671625389861554,0.0,0.4774702918218866,1.0,1.0,0.0,0.0,0
0.0,0.6666666666666666,0.19397264815275464,1.0,0.37623087811822165,1.0,1.0,1.0,0.0,0
0.0,1.0,0.2849175610528348,1.0,0.5288918014910126,0.0,1.0,0.0,1.0,0
0.5,1.0,0.22530655534001848,1.0,0.5309228775673659,1.0,1.0,1.0,0.0,0
0.5,0.6666666666666666,0.13261482231694421,1.0,0.36733415748020043,1.0,1.0,0.0,0.0,0
0.5,1.0,0.6074632345448592,1.0,0.7417087932097733,1.0,1.0,0.0,0.0,0
1.0,1.0,0.2606698770564259,1.0,0.5907808146108994,1.0,1.0,0.0,0.0,0
0.0,1.0,0.6150059011519724,1.0,0.7286457613049946,0.0,1.0,1.0,0.0,0
0.0,1.0,0.39031799401735073,1.0,0.635069678910651,1.0,1.0,0.0,0.0,0
0.0,0.6666666666666666,0.4447138781373462,1.0,0.48717545757007574,1.0,1.0,0.0,0.0,0
0.5,1.0,0.07092239415572162,0.0,0.37034651561977194,1.0,1.0,0.0,0.0,0
0.5,1.0,0.2998422024395539,1.0,0.7625244225001035,1.0,1.0,0.0,0.0,0
1.0,1.0,0.5014759557865442,1.0,0.6333560104787648,1.0,1.0,0.0,0.0,0
0.5,0.6666666666666666,0.45092844190976256,1.0,0.4722227901140855,0.0,1.0,0.0,0.0,0
0.5,0.6666666666666666,0.2920366318943452,1.0,0.43615490777099303,1.0,1.0,0.0,0.0,0
1.0,1.0,0.18486879579657928,1.0,0.6323239966526089,1.0,1.0,0.0,0.0,0
1.0,1.0,0.34187214475800537,1.0,0.5719999570206142,0.0,1.0,0.0,0.0,0
0.0,1.0,0.4626563319425411,1.0,0.7135785014759326,1.0,1.0,0.0,0.0,0
1.0,1.0,0.40769278165696526,1.0,0.7242624963168447,1.0,1.0,1.0,0.0,0
0.5,0.3333333333333333,0.14704712081475554,1.0,0.3006917198021563,1.0,1.0,1.0,0.0,0
0.5,1.0,0.2098140580837195,1.0,0.47506908992036123,1.0,1.0,0.0,0.0,0
0.0,0.6666666666666666,0.43953333566361474,1.0,0.4817099866317633,1.0,1.0,0.0,0.0,0
0.5,1.0,0.4058113714935846,1.0,0.5515308997300985,1.0,1.0,0.0,0.0,0
0.5,1.0,0.2999294923489813,1.0,0.5190635879137911,1.0,1.0,0.0,0.0,0
0.0,1.0,0.4946223411907924,1.0,0.5710398653078786,0.0,1.0,0.0,0.0,0
0.0,1.0,0.3085305832920765,1.0,0.6291723278646477,1.0,1.0,0.0,1.0,0
0.5,1.0,0.5024891298877094,1.0,0.5966068657671924,1.0,1.0,0.0,0.0,0
0.0,1.0,0.40080397605201257,1.0,0.7089164226530743,1.0,1.0,0.0,0.0,0
1.0,1.0,0.26413471356532764,1.0,0.5804451225001084,1.0,1.0,1.0,0.0,0
0.5,1.0,0.3578201822573896,1.0,0.5574198869084636,0.0,1.0,0.0,0.0,0
1.0,1.0,0.4918775768899987,1.0,0.6433332996375863,0.0,1.0,0.0,0.0,0
0.0,1.0,0.1461906495902388,1.0,0.44737378368473146,1.0,1.0,0.0,0.0,0
1.0,1.0,0.15222193214661398,1.0,0.5766618186303604,1.0,1.0,0.0,0.0,0
0.5,1.0,0.6560439939892876,1.0,0.8155070781851335,0.0,1.0,0.0,0.0,0
0.5,1.0,0.32430999259876797,1.0,0.6066176876075545,0.0,1.0,0.0,1.0,0
1.0,0.6666666666666666,0.22873608368744466,1.0,0.5158169546523692,1.0,1.0,0.0,0.0,1
1.0,0.6666666666666666,0.3478640481570604,1.0,0.4861803390159486,1.0,1.0,0.0,0.0,1
0.5,1.0,0.6911879980686572,1.0,0.16524332649393425,0.0,1.0,0.0,0.0,1
0.5,1.0,0.35750349749178145,1.0,0.44906795069603045,0.0,1.0,0.0,0.0,1
0.5,1.0,0.24791542330881094,1.0,0.6935912203854354,1.0,1.0,1.0,0.0,1
0.5,1.0,0.49367677436677904,1.0,0.4795408815183587,0.0,1.0,0.0,0.0,1
1.0,0.3333333333333333,0.481353158279167,1.0,0.5516538993495945,1.0,1.0,0.0,0.0,1
0.0,1.0,0.27873627203990514,1.0,0.509849637671627,1.0,1.0,0.0,0.0,1
0.0,1.0,0.47230415432386985,1.0,0.6966239046064513,0.0,1.0,0.0,0.0,1
0.0,1.0,0.28612857443953227,1.0,0.42536722201481997,1.0,1.0,0.0,0.0,1
0.5,1.0,0.44843265744549304,1.0,0.6757124904308949,1.0,1.0,0.0,0.0,1
1.0,0.0,0.3367949378065079,1.0,0.6992212755811309,1.0,1.0,0.0,0.0,1
0.5,1.0,0.3432205324408278,1.0,0.8623010286128264,1.0,1.0,0.0,0.0,1
0.5,1.0,0.52624732456359,1.0,0.6580911750508149,0.0,1.0,1.0,0.0,1
0.0,1.0,0.2589593936475642,1.0,0.551398832399845,0.0,1.0,1.0,0.0,1
0.5,1.0,0.38114196104582077,1.0,0.42830605755772794,1.0,1.0,0.0,0.0,1
1.0,0.6666666666666666,0.27447301824491405,1.0,0.6085662758708889,1.0,1.0,1.0,0.0,1
0.5,0.6666666666666666,0.48894811967242363,1.0,0.33615088491653344,1.0,1.0,0.0,1.0,1
0.5,0.6666666666666666,0.39744927941991187,1.0,0.4667487255668832,0.0,1.0,0.0,1.0,1
0.5,1.0,0.39442762491050254,1.0,0.17905711634335686,1.0,1.0,0.0,0.0,1
0.5,0.6666666666666666,0.6317390809198117,1.0,0.5428566427630422,1.0,1.0,0.0,0.0,1
0.0,1.0,0.6235558310711383,1.0,0.1454610485876759,0.0,1.0,0.0,0.0,1
0.5,0.6666666666666666,0.5256715297164769,1.0,0.6289277760901624,0.0,1.0,0.0,0.0,1
1.0,0.3333333333333333,0.4571844215339559,1.0,0.5380987280108973,0.0,1.0,0.0,0.0,1
0.0,1.0,0.23957588507456007,1.0,0.5672251947104133,1.0,1.0,0.0,0.0,1
1.0,0.6666666666666666,0.36251757375904253,1.0,0.4629712982107593,1.0,1.0,0.0,0.0,1
0.5,0.6666666666666666,0.24234810267297976,1.0,0.32521584224862143,0.0,1.0,0.0,0.0,1
1.0,0.6666666666666666,0.8599354382131714,1.0,0.5650722611590544,0.0,1.0,0.0,0.0,1
0.5,0.6666666666666666,0.41491567056800654,1.0,0.3720697872000091,0.0,1.0,1.0,0.0,1
0.5,1.0,0.599730098420018,1.0,0.41446491773319416,1.0,1.0,0.0,0.0,1
0.5,0.6666666666666666,0.4615300349205832,1.0,0.3580460858608497,1.0,1.0,0.0,0.0,1
0.0,1.0,0.3123043507957031,1.0,0.7051691855873242,1.0,1.0,1.0,0.0,1
0.5,1.0,0.11094775816838136,1.0,0.743106879170688,1.0,1.0,0.0,0.0,1
0.5,1.0,0.3505071758410119,1.0,0.4169163232659916,1.0,1.0,0.0,0.0,1
1.0,0.6666666666666666,0.2723490461645327,1.0,0.6929154067455013,0.0,1.0,0.0,0.0,1
0.5,0.6666666666666666,0.4543469420359486,1.0,0.522632704651101,0.0,1.0,0.0,0.0,1
0.5,1.0,0.5192066573761515,1.0,0.4821660358216474,0.0,1.0,0.0,0.0,1
1.0,0.6666666666666666,0.20004528341864877,1.0,0.552531651038695,1.0,1.0,1.0,1.0,1
0.0,1.0,0.29613011214494855,1.0,0.467499785903231,1.0,1.0,0.0,0.0,1
0.5,1.0,0.26669933274449814,1.0,0.5339220848878746,1.0,1.0,0.0,1.0,1
1.0,0.3333333333333333,0.2838906235015516,1.0,0.6671774043924104,1.0,1.0,0.0,0.0,1
0.5,1.0,0.6360015644705664,1.0,0.7050257445856947,0.0,1.0,1.0,0.0,1
0.0,1.0,0.7788872667853576,1.0,0.8058676639405385,0.0,1.0,0.0,1.0,1
0.5,0.6666666666666666,0.5994671508820353,1.0,0.36975464497386895,1.0,1.0,1.0,0.0,1
0.5,0.6666666666666666,0.4094387550651173,1.0,0.5563483263199067,0.0,1.0,0.0,0.0,1
1.0,0.3333333333333333,0.6926873666226034,1.0,0.592281527644943,1.0,1.0,0.0,0.0,1
1.0,0.3333333333333333,0.4681890672536221,1.0,0.6087232424964173,0.0,1.0,0.0,0.0,1
0.5,1.0,0.5765521730887486,1.0,0.36698846242835115,1.0,1.0,1.0,0.0,1
0.0,1.0,0.1945030214685859,1.0,0.5690935455596252,0.0,1.0,0.0,0.0,1
0.5,1.0,0.6860004340720578,1.0,0.4337712643832679,0.0,1.0,0.0,0.0,1
1.0,0.6666666666666666,0.3708958914524383,1.0,0.6166367063594924,0.0,1.0,0.0,1.0,1
0.5,1.0,0.5276383558473905,1.0,0.5461197832714867,0.0,1.0,0.0,0.0,1
0.5,0.6666666666666666,0.40358420489940267,1.0,0.6091487261065449,1.0,1.0,0.0,0.0,1
0.0,1.0,0.3181266615558029,1.0,0.7632860118495806,1.0,1.0,0.0,0.0,1
0.5,1.0,0.27876171412241224,1.0,0.37799138884338096,1.0,1.0,0.0,0.0,1
1.0,0.3333333333333333,0.4484631081935479,1.0,0.7283532416788732,0.0,1.0,0.0,0.0,1
0.0,1.0,0.3696412425140483,1.0,0.6215837151646421,1.0,1.0,0.0,0.0,1
0.5,0.6666666666666666,0.3346239831889832,1.0,0.4572327903189688,1.0,1.0,1.0,0.0,1
0.5,0.6666666666666666,0.22284260902011133,1.0,0.6959385947098348,1.0,1.0,0.0,0.0,1
0.0,1.0,0.26570245648283075,1.0,0.6658076158775881,1.0,1.0,1.0,0.0,1
1.0,0.6666666666666666,0.684850896231549,1.0,0.8975654786797506,1.0,1.0,0.0,0.0,1
0.0,1.0,0.3445313647232046,1.0,0.8113973384937134,0.0,1.0,0.0,0.0,1
1.0,0.6666666666666666,0.31838188013996405,1.0,0.5128586994841157,1.0,1.0,0.0,0.0,1
0.5,0.6666666666666666,0.3746874061155844,1.0,0.5288755665160267,1.0,1.0,0.0,0.0,1
1.0,1.0,0.2755334395609714,1.0,0.5818023750004515,1.0,1.0,1.0,0.0,1
1.0,1.0,0.564601587418188,1.0,0.15168387017633897,1.0,1.0,0.0,0.0,1
1.0,1.0,0.3163277615309398,1.0,0.7379149011402377,1.0,1.0,0.0,0.0,1
0.5,1.0,0.15496686049249225,1.0,0.5948258035831279,0.0,1.0,0.0,0.0,1
0.0,1.0,0.2073157298389263,1.0,0.6716848671742314,1.0,1.0,1.0,0.0,1
0.5,1.0,0.4440065145206764,1.0,0.666660188346006,1.0,1.0,1.0,0.0,1
0.5,1.0,0.516493974817409,1.0,0.24997996336857578,1.0,1.0,0.0,0.0,1
0.0,1.0,0.5446751911795329,1.0,0.6892848586758347,0.0,1.0,0.0,0.0,1
0.5,1.0,0.20950595440931796,1.0,0.790546379689108,1.0,1.0,0.0,0.0,1
0.0,1.0,0.3398622522060174,0.0,0.7259675934200173,0.0,1.0,0.0,0.0,1
0.5,0.6666666666666666,0.31371872616037916,1.0,0.7017745801605666,1.0,1.0,0.0,0.0,1
0.5,1.0,0.38559666085957833,1.0,0.6670774571436672,0.0,1.0,0.0,0.0,1
0.0,1.0,0.198417010467537,1.0,0.7645979390347254,1.0,1.0,0.0,0.0,1
0.0,1.0,0.4959017927808432,1.0,0.1659631971609728,1.0,1.0,1.0,0.0,1
0.5,1.0,0.5201162265902585,1.0,0.6042889844157351,0.0,1.0,1.0,0.0,1
0.0,1.0,0.49874811435696603,1.0,0.46849408244319707,0.0,1.0,0.0,1.0,1
0.0,1.0,0.3031832687531501,1.0,0.7829147493011341,1.0,1.0,0.0,0.0,1
0.0,1.0,0.6401856693268908,1.0,0.41641757311080774,0.0,1.0,1.0,0.0,1
0.0,1.0,0.5280999161014444,1.0,0.5702104376107128,1.0,1.0,0.0,0.0,1
1.0,0.6666666666666666,0.3306864964645936,1.0,0.3995295826849268,1.0,1.0,1.0,0.0,1
0.0,1.0,0.799898920261697,1.0,0.5958893406362075,0.0,1.0,1.0,0.0,1
1.0,0.3333333333333333,0.3581644148680759,1.0,0.5306516999754342,1.0,1.0,0.0,0.0,1
0.5,1.0,0.5139640539447318,1.0,0.35460138167171557,0.0,1.0,0.0,0.0,1
0.5,0.6666666666666666,0.4420771330796877,1.0,0.700542192567154,0.0,1.0,0.0,0.0,1
0.0,1.0,0.4594095024772849,1.0,0.4098491163046315,1.0,1.0,0.0,1.0,1
0.0,1.0,0.7787773506240679,1.0,0.43159215702405584,0.0,1.0,0.0,0.0,1
1.0,0.6666666666666666,0.23683024930168656,1.0,0.727377402872279,0.0,1.0,0.0,0.0,1
0.0,1.0,0.35290945032932103,1.0,0.22859106215334687,1.0,1.0,0.0,0.0,1
0.0,1.0,0.24316850904066561,1.0,0.5271997799780149,1.0,1.0,1.0,0.0,1
0.0,1.0,0.48142797564513923,1.0,0.6011516615133239,0.0,1.0,0.0,0.0,1
1.0,1.0,0.5538489187284741,1.0,0.6289142345411393,0.0,1.0,1.0,0.0,1
0.5,1.0,0.2774191287322234,1.0,0.6180841391284834,0.0,1.0,0.0,0.0,1
1.0,1.0,0.42662782107390207,1.0,0.5681443060736848,0.0,1.0,0.0,0.0,1
0.5,1.0,0.2953699788182178,1.0,0.5428529574248979,1.0,1.0,0.0,0.0,1
0.0,1.0,0.4510196105363995,1.0,0.5662279237299428,1.0,1.0,0.0,0.0,1
0.0,1.0,0.6593786845402825,1.0,0.362110064532747,0.0,1.0,0.0,0.0,1
1.0,1.0,0.25277916589473043,1.0,0.835127337476341,0.0,1.0,0.0,0.0,1
0.0,1.0,0.26878405583557663,1.0,0.5295133284779155,1.0,1.0,0.0,0.0,1
0.5,1.0,0.24068572581616784,1.0,0.5462483043994113,0.0,1.0,0.0,1.0,1
0.5,0.6666666666666666,0.34437081372416295,1.0,0.43823030318631373,1.0,1.0,0.0,0.0,1
0.0,1.0,0.36521596545879637,1.0,0.7101617143947506,1.0,1.0,0.0,0.0,1
0.5,1.0,0.17925951364343767,1.0,0.5630018358639249,1.0,1.0,0.0,0.0,1
0.0,1.0,0.45256359958496656,0.0,0.8711536092195777,0.0,1.0,0.0,0.0,1
0.5,0.6666666666666666,0.5075230506042506,1.0,0.7410981874545254,1.0,1.0,0.0,0.0,1
0.5,1.0,0.6430270262318483,1.0,0.5935957426477708,0.0,1.0,0.0,0.0,0
0.0,1.0,0.47199108621837504,1.0,0.5379550914795109,1.0,1.0,0.0,0.0,0
0.0,0.6666666666666666,0.3134256907172595,1.0,0.49636067125347766,1.0,1.0,0.0,1.0,0
0.5,1.0,0.47029037935953005,1.0,0.5125033480619139,1.0,1.0,0.0,0.0,0
0.0,1.0,0.5535844746435783,1.0,0.6270325223362853,1.0,1.0,0.0,0.0,0
1.0,1.0,0.3444335430435428,1.0,0.6000552193114412,1.0,1.0,1.0,0.0,0
0.0,0.6666666666666666,0.26796627504696807,1.0,0.5208493691960013,0.0,1.0,0.0,0.0,0
0.0,0.6666666666666666,0.39005114779806754,1.0,0.4719243475446818,1.0,1.0,0.0,0.0,0
0.0,1.0,0.32080883913172364,1.0,0.5879320968925767,1.0,1.0,0.0,0.0,0
0.5,1.0,0.3722687185656098,1.0,0.5907862449261126,1.0,1.0,1.0,0.0,0
0.0,1.0,0.4201578424188645,1.0,0.496524072203722,1.0,1.0,0.0,0.0,0
0.5,1.0,0.3393958575080918,1.0,0.5581810907463043,0.0,1.0,0.0,0.0,0
0.5,1.0,0.7221023015296438,1.0,0.5159563631060737,0.0,1.0,0.0,0.0,0
0.5,0.6666666666666666,0.3494351941321275,1.0,0.5826141195200661,1.0,1.0,1.0,1.0,0
